stu_id	sch_id	byses	bygrads	par_inv	f1locus2	f1s64a	f1s64b	f1s64c	f1s64d	f1s64e	f1s64f	f1s64g	f1s64h	f1s64i	f1s64j	f1s64k	f1s64l	optimism	Opt_Res	Loc_Res
7868911	78689	-.756	2.5	-.0304036520372486	.07	5	5	4	4	3	3	3	4	3	4	3	3	3.72727272727273	-.300358169990382	.156664232596196
7868923	78689	-.168	3.5	-.418396124191893	.29	5	5	5	5	5	4	4	4	4	4	5	5	4.54545454545455	.39817912293909	.231418099833921
7868946	78689	-.161	3.3	-.157113451953591	-.14	5	5	5	5	4	4	4	4	4	4	4	4	4.36363636363636	.206324812733338	-.198799803665241
7869332	78693	-.567	4	-.554160782424062	-.39	5	5	5	5	5	5	5	5	5	5	5	5	5	.807170563074667	-.478602148524716
7870581	78705	.398	3.8	-.16049703809788	-.37	4	4	4	4	4	4	4	4	4	4	4	4	4	-.257018031342829	-.541405223830628
7877815	78778	.344	4	.388288006332431	.07	5	5	4	5	5	5	5	4	4	4	4	4	4.54545454545455	.169070585782346	-.188010119395268
7877852	78778	1.155	2	-.550777196279773	.07	5	5	5	5	4	5	4	3	5	5	3	3	4.45454545454545	.52690468501631	.152614533617931
7879996	78799	-.435	3.5	-.0304036520372486	.36	5	5	5	5	5	4	4	4	4	4	4	4	4.45454545454545	.253647515587019	.277149681052299
7888605	78886	.079	3.8	.534709249264629	.27	5	5	4	4	5	4	4	4	4	5	5	5	4.45454545454545	.0959979450113408	.0438198392973059
7888609	78886	.144	3.8	.321549520229971	-1.03	5	5	5	5	5	5	5	5	5	5	5	3	5	.673704204412578	-1.23706159021149
7888629	78886	1.553	3.8	-.066608531174248	.07	5	5	4	4	4	4	4	4	4	4	3	3	4.09090909090909	-.220769368222299	-.193659582501065
7895620	78956	-.007	2.8	.562379650479274	.28	5	4	4	4	5	3	4	3	5	4	3	4	4	-.197787442403461	.203610549376794
7895660	78956	-.026	3	1.49348589489269	-.16	5	5	5	5	5	3	3	5	3	3	3	2	4.09090909090909	-.289271544473504	-.368021475249205
7898493	78984	-1.04	3	.0363348340652112	.54	5	5	5	5	5	5	4	4	5	5	4	5	4.72727272727273	.617407393543992	.565962451457297
7908655	79086	.934	3.5	-.357328910260971	.96	5	5	5	5	5	5	5	5	5	5	3	1	4.81818181818182	.623365467256085	.816570242173163
7927678	79276	.864	3.3	1.04213852277988	.48	5	5	5	5	5	5	5	4	5	5	5	5	4.90909090909091	.522796901035793	.215138518776875
7955946	79559	.482	2.8	-.097142138139709	-1.04	5	3	4	4	4	5	5	3	3	4	3	5	3.90909090909091	-.198748503238031	-1.07762645868701
8472849	84728	-.683	3.8	.452738806407642	.78	5	5	4	5	8	4	4	3	3	5	4	3	4.2	-.119246723141333	.616912697564269
8478196	84781	1.874	4	-.262178923970724	.07	5	4	4	4	4	3	3	3	3	4	3	3	3.63636363636364	-.687116612976864	-.223986109722423
9112378	91123	.449	3.3	.489969892205275	.74	5	5	5	5	5	5	5	4	4	5	3	3	4.63636363636364	.353553387995026	.565982205331951
9194767	91947	.601	2.8	.0996897340233823	.07	5	5	4	5	5	5	5	5	5	5	3	3	4.72727272727273	.583533366735484	.0020398497356661
9194793	91947	.931	3.8	1.00593364364288	.97	5	5	5	5	5	5	5	5	5	5	1	1	4.63636363636364	.172487051548366	.631032808013433
9196957	91969	.45	2.5	1.23329912277143	-.59	5	4	4	4	4	4	4	4	4	5	4	4	4.18181818181818	-.0914048242227568	-.729389865780352
9196982	91969	1.401	3.3	1.20276551580597	-.17	5	5	5	5	5	5	4	4	4	4	4	4	4.54545454545455	.114829180658707	-.490771799346939
9199152	91991	.357	4	-.0360749242087873	.11	5	5	3	2	5	5	5	1	5	3	3	3	3.81818181818182	-.490016237706461	-.101703918132079
