stu_id,sch_id,sstratid,sex,race,ethnic,bys42a,bys42b,bys44a,bys44b,bys44c,bys44d,bys44e,bys44f,bys44g,bys44h,bys44i,bys44j,bys44k,bys44l,bys44m,bys48a,bys48b,bys79a,byfamsiz,famcomp,bygrads,byses,byfaminc,parocc,bytxrstd,bytxmstd,bytxsstd,bytxhstd,bypared,bytests,par_inv,f1s36a1,f1s36a2,f1s36b1,f1s36b2,f1s36c1,f1s36c2,f1s36d1,f1s36d2,f1s36e1,f1s36e2,f1s36f1,f1s36f2,f1s39a,f1s39b,f1s39c,f1s39d,f1s45a,f1s45b,f1s62a,f1s62b,f1s62c,f1s62d,f1s62e,f1s62f,f1s62g,f1s62h,f1s62i,f1s62j,f1s62k,f1s62l,f1s62m,f1s64a,f1s64b,f1s64c,f1s64d,f1s64e,f1s64f,f1s64g,f1s64h,f1s64i,f1s64j,f1s64k,f1s77,f1s78a,f1s80aa,f1s82,f1s83,ffugrad,f1cncpt1,f1cncpt2,f1locus1,f1locus2,f1txrstd,f1txmstd,f1txsstd,f1txhstd
722042,7220,7,2,4,1,0,4,2,4,4,1,1,2,4,2,4,4,2,4,4,5,5, ,6,1, ,-0.485,10,61.32,39.883,44.125,48.665,51.16,2,45.95825,-0.481751024,1,2,1,2, , ,1,2,1,2,1,1,5,6,6,4, ,2,1,4,4,1,1,4,4,1,4,4,1,4,4,5,5,4,4,5,5,3,5,5,5,5,0,0,0,1,1,5.25,1.22,1.33,1.41,1.43,50.23,47.41,52.93,48.44
723978,7239,7,1,4,1,6,6,1,4,4,4,4,1,4,1,3,4,1,4,4,5,5,1,4,1,3.5,-0.19,11,66.18,54.638,56.274,53.669,53.781,2,54.5905,0.363260092,1,0,1,0,1,0,1,0, , ,1,0,7,7,7,7,6,6,1,4,3,2,2,2,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,0,0,0,6,3,7,-0.3,-0.08,-0.43,0.05, , , , 
723989,7239,7,2,4,1,3,3,2,4,4,1,1,3,3,2,3,4,1,4,4,5,5,1,4,1,3,0.458,11,66.18,56.669,62.018,57.959,45.153,3,55.44975,0.29313802,6,4,3,3,3,2,3,3,3,2,3,2,5,5,5,6,2,3,1,4,4,1,2,3,4,1,4,4,1,4,4,5,5,4,4,4,5,5,4,3,5,4,0,0,0,1,1,5.25,0.81,1.1,0.96,1.2,58.67,58.32,55.24,48.55
725368,7253,7,2,4,1,5,5,2,4,4,1,2,3,2,2,3,2,3,3,4,5,5,1,5,1,3,-1.086,2,27.41,46.246,34.847,46.807,38.272,3,41.543,-0.418396124,3,1,1,1,1,1,1,1, , ,1,1,5,5,5,5,6,5,2,2,3,2,2,3,3,2,2,2,2,3,4,5,4,4,4,5,5,4,5,3,5,3,2,3,2,1,2,5,-0.33,-0.45,0.03,0.06,51.44,43.85,48.73,46.29
726914,7269,7,2,4,1,1,3,2,3,4,2,2,3,4,1,3,4,2,4,3,6,6,5,4,1,3.3,0.58,15,56.33,54.909,54.802,56.243,53.126,4,54.77,0.388288006,5,4,3,3,2,0,3,1, , ,2,1,7,8,6,7,1,1,2,3,3,2,2,3,3,2,2,3,2,3,3,5,5,4,4,4,4,4,4,3,4,3,1,3,0,3,2,7,-0.33,-0.28,0.03,0.07,61.17,62.49,49.02,55.48
726955,7269,7,1,4,1,2,5,1,4,3,1,1,4,4,1,2,2,1,4,3,6,6,1,8,1,3.5,1.085,11,66.09,57.075,59.588,57.959,57.276,5,57.9745,1.332858902,2,3,1,3,1,0,2,1,1,0,1,2,5,8,7,8,2,3,2,4,4,1,1,3,4,1,3,4,2,4,4,5,5,5,5,5,5,5,5,5,5,4,0,1,0,2,2,7,0.83,0.92,0.96,0.95,63.2,62.08,61.6,63.1
728550,7285,7,1,4,1, , ,2,3,4,1,2,4,4,2,2,4,1,4,3, , ,1,3,5,2.5,-0.624,8,58.01,59.105,54.875,62.39,48.647,3,56.25425, ,2,0,1,0,1,0,0,0,1,0,0,0,7,1,4,7,3,4,2,3,3,2,2,4,4,2,3,4,2,3,3,5,1,5,5,5,5,3,5,3,5,4,4,3,3,6,3,4.75,-0.33,0.07,0.94,0.52,42.9,59.72,52.63,48.32
731460,7314,7,1,4,1,2,5,2,4,4,2,1,3,4,2,3,3,1,3,4,4,4,1,2,5,2,0.401,10,66.18,33.791,41.915,53.24,55.638,3,46.146,-1.648181706,7,4,4,1,3,3,3,2,3,1,2,1,3,3,3,3,3,0,2,2,4,3,2,2,3,3,2,3,2,3,1,4,1,3,2,3,1,3,4,3,3,3,0,1,0,5,2,3,-1.08,-0.71,0.05,-0.54,32.39,42.37,51.21,34.09
732002,7320,7,1,4,1,6,6,1,4,3,1,1,3,4,1,3,4,2,4,3, , ,2,5,1,3.5,0.084,9,66.09,39.883,50.31,51.096,55.638,3,49.23175, ,2,3,1,1,1,1,1,2, , ,1,1,5,5, ,5,2,3,2,3, ,2,2,3,3,2,2,3,2,4,4,5,5,5,5,5,5,5,5,5,5,3,0,2,0,2,1,5,-0.33,-0.09,0.16,0.38,42.6,51.32,56.89,47.35
732003,7320,7,2,4,1,2,5,2,3,3,2,3,2,3,2,2,2,2,3,3,5,4,2,3,5,3,-0.917,8,15.57,42.455,58.337,37.657,33.794,2,43.06075,0.15222247,3,2,1,1, , ,1,1,2,1,2,1,7,6,3,6,2,3,2,3,3,1,3,2,3,2,2,2,2,3,2,5,4,3,2,3,3,3,3,3,4,3,0,1,0,5,3,5.5,-0.35,-0.46,-0.43,-0.37,44.42,56.18,53.46,50.12
732058,7320,7,1,4,1,2,3,2,2,4,2,3,4,2,3,3,2,3,3,1,2,2,1,5,1,1.8,-0.633,9,27.41,31.49,36.099,37.799,44.279,2,37.41675,-1.181247576,1,1,0,0, , ,1,1,1,1,1,2,5,4,5,5,2,3,3,2,3,3,3,1,3,3,1,1,1,1,1,3,2,3,3,2,3,3,3,3,5,2,2,3,0,6,3,4.75,-1.88,-2.07,-0.89,-0.76,37.01,39.44,50.91,43.71
733008,7330,7,2,5,0,5,4,1,3,4,1,2,3,3,2,2,3,2,3,2,5,5,2,4,1,2.3,-1.004, ,15.57,39.883,44.345,44.52,46.136,3,43.721,-0.08808728,1,4,1,1,1,0,1,2,1,2,1,3,5,7,4,4,5,2,1,4,3,1,1,4,4,1,4,4,2,4,4,5,4,5,5,5,5,4,4,3,4,3,0,0,0,3,3,5,1.22,1.33,0.94,0.94,45.57,47.33,42.71,38.71
733020,7330,7,1,3,0,4, ,1,3,4,1,2,3,3,2,3,4,1,3,3, , ,4,4,2,1.8,-0.749,7,58.01,35.687,37.203,33.51,30.409,3,34.20225, , , , , , , , , , , , , ,6,5,4,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.5, , , , , , , , 
733090,7330,7,2,3,0,5,5,1,3,1,2,2,3,1,2,4,4,4,4,2,2,2,0,2,5,2.3,-1.454,6,15.57,35.551,38.676,44.662,42.641,1,40.3825,-2.259295444,1,1,1,1, , ,1,1, , ,2,2,4,5, , ,0,0,3,2,4,4,1,1,1,3,1,1,4,2,4,5,5,5,5,5,5,5,5,5,5,5,0,2,2,5,2,4.5,-1.46,-1.64,-1.32,-1.12,44.19,38.38,38.03,39.08
734055,7340,7,2,4,1,1,0,3,3,3,2,2,2,3,3,2,2,2,3,2,5,5,0,4,1,2.8,-0.062,7,49.7,46.11,44.272,49.238,48.647,3,47.06675,-0.091470866,0,3,0,1,0,2,0,1,0,1,0,2,5,5,5,5,1,0,3,1,3,2,2,2,1,3,1,1,4,1,2,5,5,5,5,5,5,4,5,5,5,5,0,1,0,1,2,5,-1.08,-1.61,-1.34,-1.75, , , , 
734086,7340,7,1,4,1,2, ,2,3,4,1,1,2,3,2,2,3,2,4,3,5,5,1,4,1,3.5,0.148,12,70.6,61.272,52.519,53.383,55.638,4,55.703,0.426614992,1,2,1,2,1,2,1,2, , ,1,2,3,5, ,3,2,2,2,3,3,2,2,3,3,2,2,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,0,0,0,2,2,3.666666667,-0.33,-0.28,0.03,0.07,58.81,46.5,56.71,53.31
734175,7341,7,1,4,1,3,3,1,3,4,1,1,3,4,2,3,4,1,4,2,5, ,2,4,6,2.3,-0.207,11,20.26,48.14,47.88,37.799,43.624,3,44.36075,0.489969892,3,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,5,3,1,4,4,1,1,3,3,1,4,4,2,4,4,5,4,4,4,4,4,4,4,4,4,3,0,2,0,6,3,4.25,1.22,1.33,0.5,0.72,51.07,54.45,55.87,58.94
734866,7348,7,1,3,0,6,6,1,3,3,2,2,3,4,2,3,4,2,4,4,6,6,5,4,5,3,-0.061,6,66.09,37.718,46.702,44.52,33.139,3,40.51975,0.682391972,0,2,0,1, ,0,0,1, ,0,0,2,4,4,4,4,3,4,1,1,3,2,1,3,1,1,2,3,2,4,2,5,5,5,5,5,5,3,4,3,5,5,0,3, , , ,4,0.83,0.57,-0.88,-1.01,41.16,42.26,41.74,36.53
735622,7356,7,1,4,1,2,4,2,4,4,2,2,3,4,2,2,2,2,3,4,6,5,2,4,5,3.3,0.563,11,66.09,54.775,54.065,55.672,59.46,3,55.993,0.897839387,3,3,2,2,2,1,2,0, , ,1,1,7,6, ,7,1,3,2,3,3,2,2,3,3,2,2,2,2,3,3,5,5,5,5,5,5,5,5,5,5,5,0,3,0,2,2,6.666666667,-0.33,-0.45,0.03,0.07,64.34,57.22,62.11,58.85
736920,7369,7,2,4,1,4,5,2,4,2,2,2,3,3,2,2,3,2,3,1, , ,1,7,5,2,-0.869,7,27.41,46.381,53.771,46.664,44.498,2,47.8285, , ,3, ,2,0, ,1, ,1, , , ,6,1,2,4,3,1,2,2,2,2,3,2,2,2,2,2,3,2,2,3,3,4,3,3,5,3,3,3,5,3,3,3,3,5,3,3.25,-0.74,-0.87,-1.36,-1.3,42.09,47.72,41.11,45.67
737345,7373,7,1,4,1,2,2,1,3,4,1,1,3,3,1,3,4,2,4,3,5,5,5,3,1,3.5,-0.671,10,27.41,46.516,51.635,43.662,43.515,2,46.332,0.883633637,2,1,1,1,1,1,1,1,1,2,1,1,4,6,5,3,2,2,2,3,3,1,1,2,3,2,2,3,2,4,4,5,5,5,5,5,5,5,5,5,5,4,0,1,0,2,2,4.5,0.47,0.36,-0.43,0.04,46.82,54.19,53.16,45.04
737374,7373,7,1,4,1,6,6,2,4,4,1,1,2,4,1,1,4,1,4,3,2,2,1,4,1,2.5,-0.812,10,20.26,46.516,41.99,46.807,47.774,2,45.77175,-2.355471637,1,2,1,0,1,0,1,1, , ,1,1,1,2,2,2,2,3,2,3,3,3,2,2,3,3,2,3,2,3,2,4,2,4,3,3,3,3,5,5,4,5,3,3,2,2,2,1.75,-1.08,-0.71,-0.43,-0.37,39.26,40.34,53.88,58.71
738929,7389,7,1,4,1,2,3,2,3,3,1,1,2,2,2,2,3,3,2,3,3,3,1,5,1,1.8,0.137,10,66.18,48.412,51.414,62.534,46.136,3,52.124,-0.535190438,2,2,2,0,1,1,1,1, , ,2,1,7,2, ,3,1,3,2,1,2,2, ,2,2,2,2,3,3,3,4,4,3,4,3,4,3,2,2,2,3,3,1,3,2,2,2,4,-0.31,-0.26,-1.36,-1.1,53.89,48.55,56.55,55.53
738964,7389,7,2,4,1,4,5,2,4,1,1,1,4,3,2,2,2,1,3,2, , ,2,3,2,3.5,-0.962,6,27.41,44.079,40.885,40.086,52.143,2,44.29825, ,3,2,1,1,2,3,2,1, , ,1,1,8,6,5,6,4,2,2,3,3,2,1,3,3,2,2,3,2,4,2,5,2,3,4,4,5,4,4,4,5,4, , , , , ,6.25,0.07,0.14,0.03,-0.14,54.74,39.84,49.47,49.08
738988,7389,7,2,4,1,5,4,2,2,3,2,2,2,2,2,3,3,3,3,2,5,5,1,5,1,2.3,-0.915,10,15.57,39.883,43.241,53.527,46.136,2,45.69675,-1.135601541,2,2,1,1, , ,1,1, , ,2,2,5,5, , ,4,5,2,3,3,2,2,2,2,2,2,3,2,2,2,4,2,3,2,3,4,4,4,4,4,4,2,2,0,5,3,5,-0.33,-0.47,-0.88,-0.59,46.17,44.82,55.15,41.94
739842,7398,7,2,1,1,2,2,1,3,4,1,1,4,4,1,4,4,1,4,4,5,5,4,7,1,4,1.008,12,66.09,67.499,68.866,64.679,60.77,6,65.4535,0.747868978,6,2,3,3,1,1,3,2,2,1,3,2,8,8,8,8,4,2,2,3,4,1,1,3,4,2,3,4,2,4,4,5,5,5,4,4,4,4,3,4,3,3,0,0,0,2,2,8,0.47,0.71,0.96,0.74,66.19,65.46,69.46,62.02
739892,7398,7,1,4,1,3,3,1,2,3,2,1,3,3,1,2,2,2,4,3,5,5,2,4,1,2.8,1.004,10,70.6,61.136,62.092,51.096,43.515,5,54.45975,0.363260092,1,3,1,2,0,1,0,1,1,2,0,1,4,6,6,6,1,3,2,3,3,2,1,3,3,2,3,3,2,3,3,5,5,3,5,4,4,4,4,3,5,3,1,3,2,2,3,5.5,0.07,0.13,0.03,0.07,34.62,64.18,56.02,28.94
741555,7415,7,2,2,0,5,6,2,4,4,2,2,3,3,2,3,3,2,3,3,4,4,1,7,1,2.8,-0.96,9,20.26,50.577,40.885,49.094,50.504,2,47.765,-0.842759055,1,3,1,2,1,1,1,1, , ,0,1,7,5,5,5,4,4,1,1,3,2,2,4,4,2,4,4,2,4,3,5,5,5,4,4,3,3,4,4,4,3,0,0,0,4,2,5.5,0.06,0.67,0.94,0.1,52.43,51.57,44.82,46.94
741586,7415,7,1,4,1,4,6,1,4,3,1,1,3,4,1,3,4,2,4,3,6,6,2,4,1,2.5,-0.488,11,32.45,39.883,44.493,46.52,41.767,2,43.16575,0.451642906,0,1, , ,0,0,0,1, ,1, ,0,5,6,5,6, ,6,1,4,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,0,0,1,2,5.5,1.22,-0.29,-2.74,-1.26,43.15,37.67,32.83,40.05
742208,7422,7,1,4,1,4,1,2,2,2,2,3,2,1,3,2,3,2,3,2, ,4,1,5,5,1,-1.235,5, , , , , ,2, ,-0.828032924,3,2,1,1,1,0,1,1,1,1,1,1,4,4,1,5,0,0, , , , , , , , , , , , , ,5,1,5,4,3,5,5,5,3,3,5,0,3,3,2,2,3.5, , , , , , , , 
742725,7427,7,1,4,1,1,3,1,4,4,1,1,4,4,1,4,4,1,4,4,5,5,2, ,1,2.5,-0.286,10,27.41,50.577,43.462,64.964,59.132,3,54.53375,0.008088913,3,2,1,1,1,1,1,1,1,1,2,1,4,4,5,4,2,1,1,4,4,2,2,3,3,2,3,3,2,3,3,5,5,5,5,5,5,5,5,5,5,5,0,1,0,6,3,4.25,0.06,0.13,0.5,0.52,50.59,50.27,57.37,58.56
743154,7431,7,2,4,1,2,3,2,4,3,1,2,3,4,2,4,2,1,3,3,5,5,1,4,1,3,0.979,12,66.18,54.909,65.405,60.103,57.385,4,59.4505,0.489969892,5,5,1,3,3,1,2,1,0,3,2,3,6,7,5,5,1,3,2,2,3,2,2,3,3,2,2,2,2,2,3,5,5,3,4,4,5,5,3,4,5,3,0,1,1,1,1,5.75,-0.33,-0.64,0.03,-0.14,56.42,61.03,56.4,48.46
743179,7431,7,2,4,1,1,2,1,4,4,2,1,3,4,1,4,4,2,4,4,6,6,6,4,1,3.3,1.012, ,70.6,63.167,59.588,60.39,54,4,59.28625,0.912045137,2,4,2,2,1,1,1,3, , ,1,1,7,6,6,5,0,2,3,3,3,3,2,2,3,3,3,3,2,3,3,5,5,5,4,4,4,3,4,4,5,3, , , , , ,6,-1.48,-0.75,-0.43,-0.16,64.25,60.2,50.91,55.65
743431,7434,7,1,4,1,3, ,2,3,4,1,1,2,3,2,3,3,2,4,4,3,3,3,4, ,3.8,0.2,10,61.32,48.546,40.075,37.657,36.415,3,40.67325,-0.535190438,0,0,0,0,0,0,0,0,0,0,0,0, , , , ,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,6,3, ,-3.43,-1.33,1.41,0.67, , , , 
743527,7435,7,2,1,1,1,3,2,3,3,2,2,3,3,2,2,2,2,3,2,6,6,1,4,1,3.8,1.002,12,66.09,67.499,64.227,71.542,62.519,4,66.44675,0.025157869,0,1,1,1,1,1,0,1,1,1,0,1,6,7,6,5,1,4,2,2,3,3,3,1,2,3,1,1,3,3,2,5,4,4,4,3,3,3,3,3,3,3,0,2,0,2,2,6,-1.49,-1.47,-1.34,-1.29,64.78,63,62.86,68.39
743578,7435,7,2,4,1,1,1,2,4,3,1,2,3,3,2,2,2,3,4,3,6,6,4,5,1,4,1.006,8,81.87,65.334,64.227,67.108,69.508,6,66.54425,1.13602703,2,5,1,3,2,2,2,2,1,2,1,2,7,8,8,7,0,2,2,4,3,1,2,3,3,2,3,3,2,3,3,5,5,5,4,5,4,4,5,4,5,3,0,0,0,1,1,7.5,0.06,0.12,0.03,0.28,64.88,65.42,69.43,62.98
743909,7439,7,2,4,1, , ,2,3,3,2,1,3,3,2,3,3,2,3,3,3,5,1,6,1,1.5,-0.546,11,56.33,36.769,42.063,36.084,28.771,2,35.92175,-0.967181169,1,2,1,2,0,1,0,0, , ,2,2,4,7, ,1,4,6,1,4,3,1,1,4,4,2,3,3,1,4,2,5,5,5,5,5,5,3,3,3,5,3,0,0,0,6,3,4,0.86,0.77,0.94,0.78,40.6,35.57,34.42,30.59
743970,7439,7,1,4,1,3,6,2,3,3,2,2,2,3,2,2,4,2,4,3, ,3,1,4,5,1.6,-0.142,7,56.33,50.442,49.205,51.382,50.504,3,50.38325,-1.873425078,7,2,3,1,2,1,3,1,2,1,2,1,8,1,3,2,2,4,2,3,3,3,2,3,3,2,2,3,2,3,2,3,1,2,3,3,2,2,2,2,3,3,4,3,3,6,3,3.5,-0.72,-0.51,0.03,-0.14,51.06,55.65,49.65,45.62
743988,7439,7,1,3,0,3,6,2,3,4,2,3,2,2,2,2,3,2,2,3,5,5,2,5,1,1.8,-0.135,8,27.41,29.324,45.524,49.238,38.272,4,40.5895,0.196961827,2,2,1, ,1,1,1,0,1,0,2,1,8,5,2,2,2,0,2,3,3,1,2,3,3,2,3,2,2,3,3,5,5,5,5,5,5,5,5,5,5,5,0,2,0,2,2,4.25,0.06,-0.05,0.03,0.07,38.44,49.8,41.12,32.41
744000,7440,7,2,2,0, , ,1,2,1,1,1,3,2,1,3,3,1,3,1,3,3,0,10,1,1.4,-0.764,9,66.09,51.661,46.26,48.809,43.515,1,47.56125,-1.449227727, , , , , , , , , , , , ,3,3,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.75, , , , , , , , 
744038,7440,7,1, , ,4, ,1,4,4,1,1,1,1,2,1,1,2,4,4,5,5,3,6,1,3,-0.309,5,66.09,29.459,56.053,46.807,33.139,3,41.3645,0.233166706,1,1,1,1,1,1,1,1,1,1,1,1,7,5,1,3,3,5,2,3,3,2,2,2,2,2,3, ,4,4,3,5,4,4,4,4,4,4,4,4,4,4,0,2,0,5,3,4,-0.33,0.06,-0.88,-0.9,32.39,51.39,40.89,30.55
744102,7441,7,1,4,1,1,2,2,3,4,1,1,3,3,1,4,4,2,4,3, ,5,4,4,5,3.8,0.108,9,56.33,63.303,67.688,69.253,59.242,3,64.8715,0.099689734,1,1,1,0,1,0,0,0,1,1,0,0,7,7,5,6,1,2,1,3,3,1,1,2,3,1,3,4,1,3,2,5,4,3,4,5,4,4,4,4,5,3,0,2,0,6,2,6.25,1.22,0.96,-0.43,-0.11,66.02,67.47,64.76,59.57
745034,7450,7,1,4,1,4, ,2,3,4,2,2,3,2,1,4,3,2,4,3,3,3,1,4,1,2.5,-0.291,11,56.33,33.52,39.927,40.515,41.33,2,38.823,-0.565724045,3,1,2,1, , ,1,1,1,1,1,1,3,3,3, ,5,6,2,2,2,3,2,2,3,2,2,2,2,4,3,4,1,3,3,4,4,3,3,3,4,2,2,0,0,3,3,3,-0.72,-0.49,-0.9,-0.61,46.33,46.85,41.69,34.42
746537,7465,7,1,4,1,6,6,2,3,4,2,2,2,3,2,3,3,2,4,3, , ,1,4,2,2.8,-0.803, ,56.33,35.551,31.533,35.797,41.877,2,36.1895, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.42,0.69,-0.9,-0.61,44.99,35.42,33.71,47.49
746579,7465,7,1,1,1,3,1,1,3,2,2,2,3,3,2,3,3,3,3,2,5,4,1,10,1,2.5,-0.603,10,20.26,42.049,44.272,35.512,48.647,3,42.62,-1.210874505,3,1,3,1,3,1,3,1,3,1,1,1,5,5,5,5,3,2,2,1,1,2,1,2,3,2,2,3,2,3,2,5,3,3,3,5,3,5,5,5,5,5,3, , ,2,2,5,0.07,-0.05,-1.38,-1.26,38.49,38.51,38.58,41.73
747132,7471,7,1,4,1,6,6,1,4,4,1,1,4,1,1,2,4,2,4,4, , ,1,3,2,4,-0.174,9,56.33,42.049,33.816,35.655,46.9,2,39.605, ,4,3,2,1,2,1,2,1,2,1,1,0,5,5,5,5, , ,1,3,3,1,1,2,3,1,2,3,2,4,2,5,3,4,4,5,4,5,3,4,5,4,0,3,1,6,2,5,1.22,0.79,-0.43,-0.37,50.37,46.06,55.67,43.91
747261,7472,7,1,4,1,6,6,2,2,3,2,2,3,2,2,3,3,3,3,3,2,2,1,5,1,0.8,-1.335,5,20.26,37.447,44.199,40.23,31.392,2,38.317,-1.471967955, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
747284,7472,7,2,4,1,3,4,2,3,3,1,1,3,3,2,3,4,2,4,3,4,4,1,3,1,2.3,-0.261,10,27.41,54.638,46.554,44.52,50.504,3,49.054,-1.615360413,1,1,1,0,1,0,1,0,1, ,2,1,4,4,5,6,1,1,2,3,3,2,2,2,3,2,2,2,2,3,3,4,3,4,4,4,4,3,4,3,3,3,3,1,1,5,2,4.75,-0.33,-0.45,-0.43,-0.16,46.32,42.44,35.55,41.57
747464,7474,7,2,4,1,5,6,2,4,4,2,2,4,4,1,3,3,2,4,3,5,5,2,4,1,3.8,0.685,12,66.18,63.303,58.483,55.956,55.747,4,58.37225,1.074794237,4,2,1,1,1,0,2,1,1,0,2,1,6,8,7,7,4,5,2,3,4,2,2,3,3,2,2,2,2,3,3,5,5,5,5,5,4,4,4,4,4,4,0,1,0,2,1,7,-0.33,-0.45,0.5,0.3,64.07,57.52,58.61,53.87
748135,7481,7,2,4,1,3,3,2,3,3,2,2,3,3,2,1,1,3,3,3,6,6,3,4,1,3.3,1.009,12,66.18,48.277,64.153,60.39,50.504,5,55.831,0.548914999,2,2,1,0,1,0,1,1,1,0,0,1,7,7,4,7,3,5,2,2,3,2,3,3,3,2,2,2,3,3,3,5,4,3,3,5,5,5,5,4,4,3,0,1,0,3,1,6.25,-0.74,-0.68,0.03,-0.4,45.9,62.01,61,61.42
749414,7494,7,2,4,1,3,3,3,2,2,3,2,2,3,2,2,2,2,3,2,4,3,1,5,1,2.5,-0.289,12,27.41,37.718,50.236,51.096,34.668,2,43.4295,-0.778883774,2,3, , ,1,1,1,2,1,3,2,2, ,4,3,4,3,5, ,2,3, ,3,3,3,2,2,2,2,2,2,4,2,4,4,4,4,4,4,4,4,4,0,1,0,2,2,3.666666667,-1.07,-1.06,0.03,-0.35,37.93,40.32,41.75,37.81
750410,7504,7,1,4,1,4,6,2,3,3,3,2,3,4,2,2,3,1,4,3,5,5,0,3,1,3.3,0.07,11,66.18,56.94,55.17,53.383,66.013,4,57.8765,-0.221564252,2,2,1,0,2,0,2,2, , ,2,1,8,4, ,7,5,5,2,2, , ,2,3,3,1, ,2,2, ,2,5,3,3,3,3,3,3,3,3,4,3,1,3,2,6,3,6.333333333,0.17,-0.11,0.16,-0.37,59.42,64.02,62.01,64.51
751225,7512,7,1,4,1,6,5,2,3,3,2,2,3,3,1,3,2,2,3,3,5,5,1,4,1,2,-1.058,10,20.26,50.442,45.892,53.527,53.89,1,50.93775,0.493353478,1,1,1,1,0,1,0,0,0,0,1,1,3,3,3,3,6,6,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,3,4,4,4,4,4,4,4,4,0,2,0,2,2,3,-0.33,-0.45,-1.36,-0.84,32.39,36.79,35.81,31.08
753835,7538,7,1,4,1,2,4,2,2,3,1,2,1,3,2,3,4,2,3,3,5,5,1,5,1,2.8,0.513,12,66.18,59.105,60.766,62.39,64.266,4,61.63175,0.75354025,0,2,0,1,0,1,0,1,0,1,0,1,7,6,6,5,2,4,1,1,3,1,1,3,3,1,3,4,2,3,3,5,5,4,4,3,4,4,5,5,4,4,0,1,0,2,2,6,1.22,0.96,0.03,-0.35,52.55,54.24,51.61,60.44
754787,7547,7,1,4,1,3,4,2,3,3,2,2,3,3,2,2,2,2,3,2,5,5,1,4,2,2.5,-1.191,7,7.32,50.442,53.771,51.382,44.498,2,50.02325,-0.877702455,3,3,3,2,3,1,3,1,3,0,3,2,6,6,7,5,2,2,2,2,4,2,2,3,3,2,2,2,2,3,3,5,4,4,4,5,5,4,5,4,4,4,0,3,0,2,2,6,-0.33,-0.45,0.5,0.09,42.63,51.81,47.7,47.22
755682,7556,7,2,4,1,6,6,2,4,4,2,2,3,2,2,3,4,2,1,1, ,5,7,5,5,2.3,-1.167,6,15.57,34.604,44.714,48.809,45.262,2,43.34725,-0.412724852,1,7,1,4, , ,1,2, , ,0,2,4,4,4,4,5,6,2,3,3,1,1,3,4,2,3,3,2,4,3,5,5,5,5,5,5,4,5,5,5,4,0,2,0,6,3,4,0.47,0.54,0.48,0.29,36.73,34.97,48.65,50.47
755772,7557,7,1,4,1,2,3,1,4,4,1,1,4,4,1,2,4,1,4,4,4,4,2,4,1,3.5,0.365,12,66.18,52.879,49.059,55.814,51.379,3,52.28275,-0.709282083,3,3,1,1,1,1,1,1,1,0,1,0,7,6,6,4,2,2,1,4,4,1,2,3,4,2,3,3,2,4,3,5,4,4,4,3,4,5,4,4,5,3,0, , , , ,5.75,0.45,0.54,0.96,0.74,46.68,48.1,57.59,48.61
755790,7557,7,2,4,1,4,3,3,2,3,3,2,3,3,3,2,1,2,3,3,5,5,5,5,1,3.3,-0.164,12,20.26,61.136,51.268,53.383,54.655,3,55.1105,0.099689734,3,7,3,0,5,7,2,2,3,1,2,2,6,5,7,3,4,3,3,2,2,3,3,2,2,3,2,1,3,3,2,5,5,5,5,4,5,3,5,5,4,3,2,3,0,6,2,5.25,-1.88,-1.51,-1.36,-1.3,57.36,49,53.34,49.87
757870,7578,7,1,4,1,4,5,1,3,4,1,2,3,3,1,3,3,2,1,4,6,6,5,3,5,3.5,0.894,13,56.33,48.277,59.588,55.385,54.655,4,54.47625,1.493485895,1,2,1,1,1,1,0,1,0,1,1,1,7,6,7,8,3,5,2,4,3,2,2,3,3,2,2,3,2,4,3,5,5,4,5,5,4,5,4,3,5,4,0,2,0,4,2,7,-0.33,-0.09,0.03,0.28,42.32,58.63,55.19,45.31
757886,7578,7,1,4,1,4,2,2,3,3,1,1,4,4,2,3,4,2,4,3,5,5,1,4,1,3.3,1.002,12,66.09,63.709,57.232,53.383,50.396,4,56.18,0.099689734,2,2,1,1,1,1,1,2,1,1,2,3,7,6,6,4,2,2,2,3,3,1,1,4,4,3,3,3,2,4,3,5,5,4,5,5,4,5,4,4,5,4,0,1,0,4,1,5.75,0.11,0.34,0.94,0.52,56.64,53.2,40.36,48.31
